id,question,category,answer,label,score_clarity,score_structure,score_impact,missing
914,Describe a time you managed risk during a very busy stretch.,pressure,"I faced this situation during an internship when priorities shifted halfway through the work. We recovered enough to meet the key milestone, and I learned how much clarity matters when time is tight I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. I also kept the team updated so we could move forward without too much confusion We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,7,4,4,strong impact
915,Tell me about a time you led without formal authority.,leadership,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. honestly, i documented the decision path, followed up on ownership, and kept stakeholders aligned I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. One thing I learned from that was that I needed to communicate earlier. We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,9,7,10,
916,Tell me about a time poor communication could have caused a problem.,communication,"This came up during an internship task, and I was kind of figuring things out as I went. I tried to help and talk to people, but I was not very structured about it I did what I could in the moment, though I probably should have organized things better. We finished eventually, though the outcome was only okay and it showed me I should have communicated earlier.",weak,2,2,1,"decision rationale, result"
917,Describe a time you improved something proactively.,initiative,"I faced this situation during an internship when priorities shifted halfway through the work. The fix was simple but high leverage, which taught me that initiative works best when it is practical I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,6,6,5,deeper ownership
918,Describe a time you made progress with incomplete information.,ambiguity,"I dealt with this in an internship where my work directly affected delivery for the broader team. I documented the decision path, followed up on ownership, and kept stakeholders aligned I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,10,8,7,
919,Tell me about a time your team depended on strong collaboration.,teamwork,"This came up during an internship task, and I was kind of figuring things out as I went. honestly, i shared progress and risks openly, which made it easier for others to adjust their work in time We finished with less confusion and much better visibility than at the start I mostly tried to help and talk through it, but I was not very structured. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,2,4,2,"context, result, specific actions"
920,Tell me about a time you created value without formal ownership.,initiative,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. kind of, it improved the workflow enough that later teammates continued using it I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. The project recovered, and people appreciated having a more structured way to communicate progress.",average,6,5,6,metrics
921,Tell me about a time you took initiative to lead a delivery effort.,leadership,"I dealt with this in an internship where my work directly affected delivery for the broader team. I volunteered to run short syncs, summarize blockers, and keep the team focused on the highest-risk work first I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I first clarified the success criteria and the actual risk to the timeline The tricky part was that the situation changed while we were already executing. We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,10,7,9,deeper reflection
922,Describe a time you owned a problem end to end.,ownership,"This came up during an internship task, and I was kind of figuring things out as I went. honestly, honestly, In a capstone project, one important task kept slipping because responsibility was fragmented I tried to respond quickly, but I did not really define the problem clearly. I kept the full picture visible, not just my individual task, and followed up until the problem was actually closed The delivery quality improved, and the team had more confidence because ownership was visible Looking back, I would set expectations much sooner next time. Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,2,2,2,"clear structure, reflection"
923,Tell me about a time you improved the way a team worked together.,teamwork,"This happened during a project where expectations changed and the team had to adjust quickly. to be honest, during a campus organization project, multiple people were contributing asynchronously I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. The collaboration improved both speed and quality, especially because people knew where to go for updates What made it harder was that not everyone was aligned at the beginning. The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,6,4,metrics
924,Describe a time a message had to be adjusted for the audience.,communication,"I dealt with this in an internship where my work directly affected delivery for the broader team. I made the tradeoffs explicit instead of assuming everyone interpreted the situation the same way I gathered missing context, aligned stakeholders on the tradeoffs, and drove a structured recovery plan. We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,9,8,9,
925,Tell me about a time you created structure in an ambiguous situation.,ambiguity,"This came up during an internship task, and I was kind of figuring things out as I went. I focused on reducing risk while still moving forward, not on pretending the uncertainty did not exist It taught me that ambiguity is manageable when you turn it into smaller decisions and feedback loops I did what I could in the moment, though I probably should have organized things better. I tried to help and talk to people, but I was not very structured about it Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,4,4,1,"decision rationale, result"
926,Describe a time changing information made planning harder.,ambiguity,"I faced this situation during an internship when priorities shifted halfway through the work. I checked in often with stakeholders so the direction became sharper as evidence improved I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. The ambiguity did not disappear immediately, but we created enough structure to execute confidently The project recovered, and people appreciated having a more structured way to communicate progress.",average,6,4,6,deeper ownership
927,Tell me about a time you worked through ambiguity.,ambiguity,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. I turned ambiguity into smaller questions, gathered missing signals, and kept a visible list of assumptions I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. What made it harder was that not everyone was aligned at the beginning. The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,8,10,9,
928,Tell me about a time you performed under pressure.,pressure,"I remember this happening in college, and I did not really have a clear plan at first. I reduced the noise by identifying what truly had to happen first and what could wait We got through the deadline without unnecessary panic and delivered the most important work successfully I did what I could in the moment, though I probably should have organized things better. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,3,4,1,"clear structure, reflection"
929,Tell me about a time your decision created a problem.,failure,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. I documented what I got wrong, asked for feedback, and changed how I planned similar work later I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,7,4,6,strong impact
930,Describe a time a message had to be adjusted for the audience.,communication,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. I documented the decision path, followed up on ownership, and kept stakeholders aligned I gathered missing context, aligned stakeholders on the tradeoffs, and drove a structured recovery plan. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,8,10,10,
931,Tell me about a time you identified an issue early and acted.,initiative,"I remember this happening in college, and I did not really have a clear plan at first. to be honest, i tried to help and talk to people, but I was not very structured about it I mostly tried to help and talk through it, but I was not very structured. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,3,4,1,"decision rationale, result"
932,Describe a time you led execution when the team needed clarity.,leadership,"I faced this situation during an internship when priorities shifted halfway through the work. We hit the target with less last-minute churn than expected I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. I also kept the team updated so we could move forward without too much confusion Looking back, I would set expectations much sooner next time. The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,6,5,metrics
933,Describe a time your ownership improved the final result.,ownership,"This happened during a high-visibility project where the timeline and coordination really mattered. if I am being real, i first clarified the success criteria and the actual risk to the timeline I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. It reinforced that ownership is really about the outcome, not just the assigned task list We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,10,10,9,deeper reflection
934,Describe a failure that taught you something important.,failure,"I remember this happening in college, and I did not really have a clear plan at first. I tried to help and talk to people, but I was not very structured about it I tried to respond quickly, but I did not really define the problem clearly. kind of, During an internship, I underestimated how much validation a feature needed before rollout Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,4,4,1,"clear structure, reflection"
935,Describe a time conflict made execution harder than it should have been.,conflict,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. I kept the discussion focused on facts, timelines, and the goal instead of who was right I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. At an internship, code review comments became defensive and slowed the merge process The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,6,4,metrics
936,Tell me about a time you took accountability for a messy situation.,ownership,"This happened during a high-visibility project where the timeline and coordination really mattered. if I am being real, i kept the full picture visible, not just my individual task, and followed up until the problem was actually closed I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. One thing I learned from that was that I needed to communicate earlier. We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,8,7,8,
937,Describe a time you created alignment across multiple people.,leadership,"This came up during an internship task, and I was kind of figuring things out as I went. basically, i tried to help and talk to people, but I was not very structured about it I mostly tried to help and talk through it, but I was not very structured. We finished eventually, though the outcome was only okay and it showed me I should have communicated earlier.",weak,4,3,2,"decision rationale, result"
938,Describe a time you earned followership instead of using title or role.,leadership,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. to be honest, during a campus tech event, several volunteers were working hard but priorities were scattered I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. I made sure quieter teammates were heard, then turned the conversation into concrete next actions What made it harder was that not everyone was aligned at the beginning. We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,7,5,6,strong impact
939,Describe a time you had to simplify technical detail for others.,communication,"I dealt with this in an internship where my work directly affected delivery for the broader team. I adjusted the level of detail for the audience and focused on the decision they actually needed to make I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I first clarified the success criteria and the actual risk to the timeline One thing I learned from that was that I needed to communicate earlier. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,9,9,8,deeper reflection
940,Tell me about a time you had to reduce ambiguity for others.,ambiguity,"This came up during an internship task, and I was kind of figuring things out as I went. I documented the decisions we were making under uncertainty and what would cause us to revisit them The work moved forward without reckless guessing because assumptions were explicit and tested I tried to respond quickly, but I did not really define the problem clearly. Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,2,4,1,"decision rationale, result"
941,Describe a time you led execution when the team needed clarity.,leadership,"I faced this situation during an internship when priorities shifted halfway through the work. to be honest, i documented decisions and followed through on the details so the momentum did not fade after meetings I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. We hit the target with less last-minute churn than expected The tricky part was that the situation changed while we were already executing. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,6,5,5,reflection
942,Describe a time your ownership improved the final result.,ownership,"I dealt with this in an internship where my work directly affected delivery for the broader team. It reinforced that ownership is really about the outcome, not just the assigned task list I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I first clarified the success criteria and the actual risk to the timeline The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,9,8,8,
943,Tell me about a time you faced a challenge that took persistence.,challenge,"This came up during an internship task, and I was kind of figuring things out as I went. to be honest, to be honest, During a team build, the integration problem was harder than what the initial plan assumed I mostly tried to help and talk through it, but I was not very structured. I tried to help and talk to people, but I was not very structured about it Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,2,4,2,"clear structure, reflection"
944,Tell me about a time you treated the result as your responsibility.,ownership,"This happened during a project where expectations changed and the team had to adjust quickly. I also kept the team updated so we could move forward without too much confusion I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. In a student project, the final delivery risk was spread out enough that nobody was truly tracking it Looking back, I would set expectations much sooner next time. The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,6,6,reflection
945,Describe a time two people on your team were not aligned and you helped.,conflict,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. honestly, in a college capstone project, design and engineering kept blaming each other for delays I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,9,8,10,deeper reflection
946,Describe a time requirements were unclear and you still made progress.,ambiguity,"This was during a team project and honestly things were already a bit messy. I proposed a narrow first step so we could learn quickly instead of waiting for perfect clarity The team avoided paralysis, validated the right path early, and saved time later I mostly tried to help and talk through it, but I was not very structured. basically, In a product team, stakeholders agreed on the problem but not on the exact solution path One thing I learned from that was that I needed to communicate earlier. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,2,3,2,"decision rationale, result"
947,Describe a disagreement you handled inside a project team.,conflict,"I faced this situation during an internship when priorities shifted halfway through the work. kind of, in a college capstone project, design and engineering kept blaming each other for delays I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. I also kept the team updated so we could move forward without too much confusion The project recovered, and people appreciated having a more structured way to communicate progress.",average,6,6,6,reflection
948,Describe a mistake you would handle differently now.,failure,"This happened during a high-visibility project where the timeline and coordination really mattered. I documented the decision path, followed up on ownership, and kept stakeholders aligned I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I documented what I got wrong, asked for feedback, and changed how I planned similar work later The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,7,10,8,
949,Describe a time you improved something proactively.,initiative,"I remember this happening in college, and I did not really have a clear plan at first. kind of, i kept the solution practical because I wanted it to be used, not just admired The fix was simple but high leverage, which taught me that initiative works best when it is practical I mostly tried to help and talk through it, but I was not very structured. Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,4,2,3,"clear structure, reflection"
950,Tell me about a time you had to move without a full answer.,ambiguity,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. I also kept the team updated so we could move forward without too much confusion I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. I checked in often with stakeholders so the direction became sharper as evidence improved What made it harder was that not everyone was aligned at the beginning. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,7,4,5,reflection
951,Describe a disagreement you handled inside a project team.,conflict,"This happened during a high-visibility project where the timeline and coordination really mattered. The merge moved forward the next day and the relationship between the teammates improved noticeably I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I documented the decision path, followed up on ownership, and kept stakeholders aligned We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,7,10,10,deeper reflection
952,Tell me about a time you performed under pressure.,pressure,"This was during a team project and honestly things were already a bit messy. I reduced the noise by identifying what truly had to happen first and what could wait We got through the deadline without unnecessary panic and delivered the most important work successfully I tried to respond quickly, but I did not really define the problem clearly. One thing I learned from that was that I needed to communicate earlier. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,3,3,2,"decision rationale, result"
953,Tell me about a time you resolved a conflict with a teammate.,conflict,"This happened during a project where expectations changed and the team had to adjust quickly. I also kept the team updated so we could move forward without too much confusion I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. I spoke to both sides separately first, then reframed the issue around the shared deadline and user impact What made it harder was that not everyone was aligned at the beginning. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,6,6,4,reflection
954,Describe a time you created alignment across multiple people.,leadership,"This happened during a high-visibility project where the timeline and coordination really mattered. During an internship, a feature had many moving parts but no clear day-to-day coordinator I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I documented the decision path, followed up on ownership, and kept stakeholders aligned The tricky part was that the situation changed while we were already executing. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,10,10,10,
955,Describe a time two people on your team were not aligned and you helped.,conflict,"I remember this happening in college, and I did not really have a clear plan at first. honestly, i tried to help and talk to people, but I was not very structured about it I mostly tried to help and talk through it, but I was not very structured. What made it harder was that not everyone was aligned at the beginning. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,4,3,2,"metrics, ownership"
956,Describe a mistake you would handle differently now.,failure,"I faced this situation during an internship when priorities shifted halfway through the work. In a student project, I assumed a task would be quick and did not surface risk early enough I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,6,4,5,strong impact
957,Describe a time you had to simplify technical detail for others.,communication,"This happened during a high-visibility project where the timeline and coordination really mattered. I adjusted the level of detail for the audience and focused on the decision they actually needed to make I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. People aligned faster, the decision moved forward, and confusion dropped after the conversation The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,8,8,7,deeper reflection
958,Describe a time you had to learn your way through a problem.,challenge,"I remember this happening in college, and I did not really have a clear plan at first. I tried to help and talk to people, but I was not very structured about it I tried to respond quickly, but I did not really define the problem clearly. I kept the team informed when I needed to change direction so nobody planned around old assumptions The challenge improved my problem-solving habits because I became more evidence-driven The tricky part was that the situation changed while we were already executing. We finished eventually, though the outcome was only okay and it showed me I should have communicated earlier.",weak,3,4,3,"clear structure, reflection"
959,Describe a failure that taught you something important.,failure,"This happened during a project where expectations changed and the team had to adjust quickly. basically, i also kept the team updated so we could move forward without too much confusion I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. During an internship, I underestimated how much validation a feature needed before rollout The tricky part was that the situation changed while we were already executing. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,6,6,5,strong impact
960,Tell me about a setback that changed how you work.,failure,"I dealt with this in an internship where my work directly affected delivery for the broader team. I first clarified the success criteria and the actual risk to the timeline I gathered missing context, aligned stakeholders on the tradeoffs, and drove a structured recovery plan. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,10,9,9,deeper reflection
961,Tell me about a time you failed and what you learned.,failure,"This was during a team project and honestly things were already a bit messy. if I am being real, honestly, During an internship, I underestimated how much validation a feature needed before rollout I mostly tried to help and talk through it, but I was not very structured. I tried to help and talk to people, but I was not very structured about it The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,4,3,1,"metrics, ownership"
962,Tell me about a time your team depended on strong collaboration.,teamwork,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. We finished with less confusion and much better visibility than at the start I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. I shared progress and risks openly, which made it easier for others to adjust their work in time What made it harder was that not everyone was aligned at the beginning. We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,7,5,4,deeper ownership
963,Tell me about a time your communication made a difference.,communication,"I dealt with this in an internship where my work directly affected delivery for the broader team. I adjusted the level of detail for the audience and focused on the decision they actually needed to make I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. One thing I learned from that was that I needed to communicate earlier. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,9,9,9,
964,Describe a time you underestimated something important.,failure,"I remember this happening in college, and I did not really have a clear plan at first. I tried to help and talk to people, but I was not very structured about it I tried to respond quickly, but I did not really define the problem clearly. Looking back, I would set expectations much sooner next time. The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,2,4,1,"decision rationale, result"
965,Describe a time a deadline or high-stakes situation tested you.,pressure,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. The pressure was real, but the team stayed coordinated because the priorities were clear I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. I also kept the team updated so we could move forward without too much confusion The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,5,4,reflection
966,Tell me about a time you learned from an avoidable miss.,failure,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. to be honest, i first clarified the success criteria and the actual risk to the timeline I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. I made a habit of validating assumptions earlier and communicating uncertainty with more precision We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,8,9,9,deeper reflection
967,Describe a time two people on your team were not aligned and you helped.,conflict,"This came up during an internship task, and I was kind of figuring things out as I went. if I am being real, i tried to help and talk to people, but I was not very structured about it I did what I could in the moment, though I probably should have organized things better. to be honest, In a college capstone project, design and engineering kept blaming each other for delays The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,4,2,1,"clear structure, reflection"
968,Tell me about a time you stepped in because something needed a real owner.,ownership,"I faced this situation during an internship when priorities shifted halfway through the work. basically, the problem stopped bouncing between people and the resolution happened faster I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. During a release cycle, a handoff issue was hurting quality but was not clearly assigned to one person The tricky part was that the situation changed while we were already executing. The project recovered, and people appreciated having a more structured way to communicate progress.",average,5,5,6,deeper ownership
969,Describe a time uncertainty made execution difficult.,ambiguity,"This happened during a high-visibility project where the timeline and coordination really mattered. I documented the decision path, followed up on ownership, and kept stakeholders aligned I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,9,8,10,
970,Describe a time the first solution did not work.,challenge,"This came up during an internship task, and I was kind of figuring things out as I went. basically, i tried to help and talk to people, but I was not very structured about it I mostly tried to help and talk through it, but I was not very structured. I used the failed attempt as data instead of treating it as wasted effort We delivered a stable outcome after reworking the plan, and that prevented repeat issues later We finished eventually, though the outcome was only okay and it showed me I should have communicated earlier.",weak,2,3,1,"metrics, ownership"
971,Describe a time conflict made execution harder than it should have been.,conflict,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. At an internship, code review comments became defensive and slowed the merge process I listened to different viewpoints, summarized the tradeoffs, and helped the group agree on a practical action. The tricky part was that the situation changed while we were already executing. The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,5,4,5,deeper ownership
972,Walk me through a time team tension affected delivery.,conflict,"This situation came up during a cross-functional effort where I had to balance speed, clarity, and execution. I set up a short alignment meeting, wrote down the tradeoffs, and pushed the team toward one decision we could all support I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. One thing I learned from that was that I needed to communicate earlier. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,7,7,7,
973,Describe a time you built trust quickly within a team.,teamwork,"I remember this happening in college, and I did not really have a clear plan at first. I made communication simpler by keeping one shared tracker, one update rhythm, and one source of truth We delivered a stronger result than any one person could have done alone, and the teamwork felt much more efficient by the end I mostly tried to help and talk through it, but I was not very structured. honestly, During my internship, engineering, design, and QA all depended on each other to ship one workflow The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,2,3,3,"context, result, specific actions"
974,Walk me through a time team tension affected delivery.,conflict,"This happened during a project where expectations changed and the team had to adjust quickly. We got back on schedule and I learned that naming the real issue early prevents small tension from growing I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. I set up a short alignment meeting, wrote down the tradeoffs, and pushed the team toward one decision we could all support The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,5,4,6,reflection
975,Tell me about a time you improved the way a team worked together.,teamwork,"I dealt with this in an internship where my work directly affected delivery for the broader team. basically, the collaboration improved both speed and quality, especially because people knew where to go for updates I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I focused on helping the team unblock quickly instead of only finishing my own part We recovered the timeline, improved alignment across the team, and reused the same approach in later work.",strong,10,7,10,
976,Describe a time your communication changed a decision.,communication,"This came up during an internship task, and I was kind of figuring things out as I went. basically, During a release discussion, several teams were using slightly different definitions of success I tried to respond quickly, but I did not really define the problem clearly. We finished eventually, though the outcome was only okay and it showed me I should have communicated earlier.",weak,2,2,2,"clear structure, reflection"
977,Describe a time leadership was needed even though you were not the official owner.,leadership,"This happened during a project where expectations changed and the team had to adjust quickly. The project recovered from drift and my manager mentioned that the coordination improved team confidence I clarified the immediate issue, spoke with the people involved, and suggested a simple plan to move forward. At an internship, the team needed someone to connect product feedback with engineering tasks The project recovered, and people appreciated having a more structured way to communicate progress.",average,6,5,6,deeper ownership
978,Describe a time conflict made execution harder than it should have been.,conflict,"I dealt with this in an internship where my work directly affected delivery for the broader team. I kept the discussion focused on facts, timelines, and the goal instead of who was right I gathered missing context, aligned stakeholders on the tradeoffs, and drove a structured recovery plan. I documented the decision path, followed up on ownership, and kept stakeholders aligned The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,7,10,9,
979,Describe a time requirements were unclear and you still made progress.,ambiguity,"This came up during an internship task, and I was kind of figuring things out as I went. I proposed a narrow first step so we could learn quickly instead of waiting for perfect clarity The team avoided paralysis, validated the right path early, and saved time later I tried to respond quickly, but I did not really define the problem clearly. I tried to help and talk to people, but I was not very structured about it Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,3,2,3,"decision rationale, result"
980,Tell me about a time you led without formal authority.,leadership,"I faced this situation during an internship when priorities shifted halfway through the work. to be honest, the team delivered on time and people kept using the structure I introduced even after the project milestone I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. During an internship, a feature had many moving parts but no clear day-to-day coordinator We got the work back on track, and the team had a clearer way to handle similar situations after that.",average,7,6,5,metrics
981,Tell me about a time you created value without formal ownership.,initiative,"This happened during a high-visibility project where the timeline and coordination really mattered. In a class project, repeated setup issues were wasting time for new teammates I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. What made it harder was that not everyone was aligned at the beginning. The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,9,8,9,
982,Tell me about a time you had to repair a working relationship.,conflict,"I remember this happening in college, and I did not really have a clear plan at first. I tried to help and talk to people, but I was not very structured about it I mostly tried to help and talk through it, but I was not very structured. I kept the discussion focused on facts, timelines, and the goal instead of who was right The team regained momentum, and the lead later reused the same alignment format for future disputes Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,4,3,2,"metrics, ownership"
983,Tell me about a time you had to keep a team moving during disagreement.,conflict,"This example comes from a team assignment where we had a deadline and a few unresolved blockers. I also kept the team updated so we could move forward without too much confusion I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. The conflict stopped blocking progress, and our later reviews were much smoother The issue was resolved without a major delay, and I learned the value of clearer ownership up front.",average,5,6,5,metrics
984,Tell me about a time your decision created a problem.,failure,"I dealt with this in an internship where my work directly affected delivery for the broader team. I documented the decision path, followed up on ownership, and kept stakeholders aligned I created clarity around the problem, documented the decision path, and followed through until the outcome stabilized. We delivered successfully with better coordination, and the process became a repeatable pattern for future projects.",strong,7,8,7,deeper reflection
985,Describe a time a message had to be adjusted for the audience.,communication,"I remember this happening in college, and I did not really have a clear plan at first. I made the tradeoffs explicit instead of assuming everyone interpreted the situation the same way The communication helped stakeholders make a timely decision and trust the rationale behind it I tried to respond quickly, but I did not really define the problem clearly. I tried to help and talk to people, but I was not very structured about it The situation settled down later, but it made me realize I needed to be more specific and organized.",weak,4,3,3,"metrics, ownership"
986,Describe a time a deadline or high-stakes situation tested you.,pressure,"I faced this situation during an internship when priorities shifted halfway through the work. honestly, i kept updates short and frequent so nobody wasted time guessing about the status I broke the problem into smaller actions, aligned with the team, and followed up on the next steps. I also kept the team updated so we could move forward without too much confusion The project recovered, and people appreciated having a more structured way to communicate progress.",average,7,4,4,deeper ownership
987,Tell me about a time your team depended on strong collaboration.,teamwork,"This happened during a high-visibility project where the timeline and coordination really mattered. if I am being real, we finished with less confusion and much better visibility than at the start I clarified the success criteria, mapped the blockers, assigned clear owners, and set checkpoints to keep things moving. I first clarified the success criteria and the actual risk to the timeline The team hit the revised milestone, reduced confusion, and my manager called out the clarity of the execution.",strong,9,7,7,
988,Tell me about a time your communication made a difference.,communication,"This came up during an internship task, and I was kind of figuring things out as I went. I adjusted the level of detail for the audience and focused on the decision they actually needed to make People aligned faster, the decision moved forward, and confusion dropped after the conversation I tried to respond quickly, but I did not really define the problem clearly. Things improved a little, but the result was not very strong and I learned I needed better structure.",weak,2,4,1,"clear structure, reflection"
